111210668772,3,0,4,"{""0"": [[183, 71, 466, 438]]}"
549375325505982,3,0,1,"{""0"": [[161, 13, 503, 343]]}"
111096567873,2,0,1,"{""0"": [[72, 33, 137, 128]]}"
111209429084,2,0,1,"{""0"": [[277, 113, 494, 392]]}"
3416900861704670,3,0,5,"{""0"": [[181, 42, 350, 304]]}"
111299104388,3,0,1,"{""0"": [[26, 2, 121, 93]]}"
725298602589864,2,0,1,"{""0"": [[211, 0, 319, 105]]}"
111219730857,1,0,1,"{""0"": [[271, 143, 459, 338]]}"
111164776319,3,0,2,"{""0"": [[303, 87, 606, 367]]}"
111228541058,2,0,1,"{""0"": [[81, 20, 171, 135]]}"
110973065589,1,0,1,"{""0"": [[148, 2, 383, 305]]}"
111234206163,-1,-1,-1,{}
109054476005,3,0,1,"{""0"": [[289, 70, 415, 258]]}"
111235366166,3,0,1,"{""0"": [[42, 41, 124, 141]]}"
110684130458,3,0,1,"{""0"": [[166, 14, 409, 295]]}"
2009526099517070,3,0,1,"{""0"": [[231, 15, 406, 250]]}"
111331246094,3,0,1,"{""0"": [[64, 22, 129, 104]]}"
21610667195187,1,0,1,"{""0"": [[42, 17, 65, 50]]}"
111351828299,2,0,1,"{""0"": [[112, 14, 281, 218]]}"
78811578244,-1,-1,-1,{}
10682458106,1,0,1,"{""0"": [[290, 30, 623, 413]]}"
111142681719,1,0,1,"{""0"": [[69, 53, 136, 138]]}"
110869489676,3,0,1,"{""0"": [[126, 65, 238, 198]]}"
1516945574996050,3,0,1,"{""0"": [[126, 119, 620, 510]]}"
111271623721,3,0,1,"{""0"": [[86, 17, 115, 52]]}"
77335753350,2,0,1,"{""0"": [[192, 101, 424, 427]]}"
74280612323,1,0,1,"{""0"": [[229, 150, 432, 416]]}"
111102403900,3,0,1,"{""0"": [[37, 30, 123, 128]]}"
111026561712,2,0,1,"{""0"": [[127, 64, 230, 230]]}"
830850304053147,1,0,1,"{""0"": [[101, 32, 567, 514]]}"
111209647367,1,0,1,"{""0"": [[182, 65, 471, 501]]}"
110685466589,3,0,1,"{""0"": [[246, 55, 521, 364]]}"
110901154586,1,0,1,"{""0"": [[118, 91, 262, 286], [282, 149, 400, 331]]}"
111206343123,1,0,1,"{""0"": [[42, 36, 126, 134]]}"
111350731951,2,0,1,"{""0"": [[105, 85, 352, 441]]}"
110736497493,3,0,1,"{""0"": [[35, 6, 143, 124]]}"
111244733533,3,0,3,"{""0"": [[222, 60, 400, 295]]}"
4490023218974720,-1,-1,-1,{}
110984987151,2,0,1,"{""0"": [[131, 54, 305, 336]]}"
111108573807,3,0,1,"{""0"": [[59, 60, 129, 139]]}"
97633757691,3,0,1,"{""0"": [[265, 120, 401, 281]]}"
111096372362,1,0,1,"{""0"": [[39, 25, 129, 140]]}"
111352163050,2,0,1,"{""0"": [[78, 42, 118, 104]]}"
111066761048,3,0,1,"{""0"": [[81, 120, 354, 404]]}"
111267900726,3,0,1,"{""0"": [[2, 12, 78, 152]]}"
111037753034,2,0,1,"{""0"": [[272, 233, 472, 448]]}"
111273134097,3,0,1,"{""0"": [[82, 62, 120, 117]]}"
96679362791,3,0,5,"{""0"": [[271, 1, 457, 75]]}"
111297631461,1,0,1,"{""0"": [[192, 89, 524, 578]]}"
110931260204,3,0,1,"{""0"": [[109, 105, 360, 447]]}"
111227354486,3,0,1,"{""0"": [[72, 39, 146, 129]]}"
232717385738600,3,0,1,"{""0"": [[193, 43, 411, 364]]}"
111106852057,3,0,2,"{""0"": [[76, 13, 133, 102]]}"
830850330266188,1,0,1,"{""0"": [[271, 206, 438, 467]]}"
111014996001,2,0,1,"{""0"": [[173, 97, 304, 330]]}"
110958501703,3,0,1,"{""0"": [[210, 26, 417, 315]]}"
